checked_at_utc,Town,Field,Original URL,OK,Status,Final URL,Soft404,Elapsed ms,Error
2026-01-20T16:24:11.719710+00:00,Deep River,Employment Page URL,https://www.deepriverct.us/jobs-bids-and-rfps,False,403,https://www.deepriverct.us/jobs-bids-and-rfps,False,6330,
2026-01-20T16:24:11.719710+00:00,East Granby,Employment Page URL,https://eastgranbyct.org/employment-opportunities/,True,200,https://eastgranbyct.org/employment-opportunities/,False,5653,
2026-01-20T16:24:11.719710+00:00,Durham,Application Form URL,https://cdn.prod.website-files.com/63d982687277ef4cf385a8e7/6480bf3f9742630ac2e34c47_APPLICATION_FOR_EMPLOYMENT_FORM_fillable_rev_March_2014.doc,True,200,https://cdn.prod.website-files.com/63d982687277ef4cf385a8e7/6480bf3f9742630ac2e34c47_APPLICATION_FOR_EMPLOYMENT_FORM_fillable_rev_March_2014.doc,False,6336,
2026-01-20T16:24:11.719710+00:00,Durham,Employment Page URL,https://www.townofdurhamct.org/job-openings,True,200,https://www.townofdurhamct.org/job-openings,False,6438,
2026-01-20T16:24:11.719710+00:00,East Haddam,Employment Page URL,https://www.easthaddam.org/jobs,True,200,https://www.easthaddam.org/jobs,False,5900,
2026-01-20T16:24:11.719710+00:00,Derby,Employment Page URL,https://www.derbyct.gov/jobs,True,200,https://www.derbyct.gov/jobs,False,7150,
2026-01-20T16:24:11.719710+00:00,East Granby,Application Form URL,https://eastgranbyct.org/wp-content/uploads/2024/09/Job-Application.pdf,True,200,https://eastgranbyct.org/wp-content/uploads/2024/09/Job-Application.pdf,False,6045,
2026-01-20T16:24:11.719710+00:00,East Haddam,Application Form URL,https://www.easthaddam.org/evo_jobs_paper_application_download/1317/,True,200,https://www.easthaddam.org/evo_jobs_paper_application_download/1317/,False,5979,
2026-01-20T16:24:11.719710+00:00,East Hampton,Application Form URL,https://www.easthamptonct.gov/human-resources/files/job-application,False,404,https://www.easthamptonct.gov/human-resources/files/job-application,False,5950,
2026-01-20T16:24:11.719710+00:00,East Hampton,Employment Page URL,https://www.easthamptonct.gov/human-resources/pages/job-openings,False,404,https://www.easthamptonct.gov/human-resources/pages/job-openings,False,6364,
2026-01-20T16:24:11.719710+00:00,East Hartford,Employment Page URL,https://www.governmentjobs.com/careers/easthartfordct,True,200,https://www.governmentjobs.com/careers/easthartfordct,False,6607,
2026-01-20T16:24:11.719710+00:00,East Lyme,Employment Page URL,https://eltownhall.com/government/departments/human-resources/,False,,,False,6492,"HTTPSConnectionPool(host='eltownhall.com', port=443): Max retries exceeded with url: /government/departments/human-resources/ (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))"
2026-01-20T16:24:11.719710+00:00,East Haven,Employment Page URL,https://www.easthaven-ct.gov/civil-service/pages/job-notices-and-tests,False,404,https://www.easthaven-ct.gov/civil-service/pages/job-notices-and-tests,False,6774,
2026-01-20T16:24:11.719710+00:00,East Windsor,Employment Page URL,https://www.eastwindsor-ct.gov/employment-opportunities,False,403,https://www.eastwindsor-ct.gov/employment-opportunities,False,5632,
2026-01-20T16:24:11.719710+00:00,East Lyme,Application Form URL,https://eltownhall.com/wp-content/uploads/2025/05/Town-of-East-Lyme-Employment-Application.pdf,False,,,False,6149,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
2026-01-20T16:24:11.719710+00:00,East Haven,Application Form URL,https://www.easthaven-ct.gov/civil-service-commission/files/standard-app,False,404,https://www.easthaven-ct.gov/civil-service-commission/files/standard-app,False,6948,
2026-01-20T16:24:11.719710+00:00,East Windsor,Application Form URL,https://www.eastwindsor-ct.gov/employment-opportunities/files/town-east-windsor-employment-application,False,403,https://www.eastwindsor-ct.gov/employment-opportunities/files/town-east-windsor-employment-application,False,5892,
2026-01-20T16:24:11.719710+00:00,Easton,Employment Page URL,https://www.eastonct.gov/home/pages/job-postings-all-job-postings-for-the-town-of-easton,False,403,https://www.eastonct.gov/home/pages/job-postings-all-job-postings-for-the-town-of-easton,False,6441,
2026-01-20T16:24:11.719710+00:00,Easton,Application Form URL,https://www.eastonct.gov/sites/g/files/vyhlif3071/f/u236/easton_employment_application.pdf,True,200,https://www.eastonct.gov/sites/g/files/vyhlif3071/f/u236/easton_employment_application.pdf,False,7804,
2026-01-20T16:24:11.719710+00:00,Farmington,Employment Page URL,https://www.farmington-ct.org/about-farmington/employment,False,403,https://www.farmington-ct.org/about-farmington/employment,False,6216,
2026-01-20T16:24:11.719710+00:00,Ellington,Application Form URL,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=70dba418-861c-42ec-bf66-a276b06c75cc&ccId=19000101_000003&lang=en_US&$top=6&jwId=SYS:JW:001&joinTC=joinTC&jwId=SYS:JW:001,True,200,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=70dba418-861c-42ec-bf66-a276b06c75cc&ccId=19000101_000003&lang=en_US&$top=6&jwId=SYS:JW:001&joinTC=joinTC&jwId=SYS:JW:001,False,6794,
2026-01-20T16:24:11.719710+00:00,Essex,Employment Page URL,https://www.essexct.gov/home/pages/employment-opportunities,False,404,https://www.essexct.gov/home/pages/employment-opportunities,False,6740,
2026-01-20T16:24:11.719710+00:00,Essex,Application Form URL,https://www.essexct.gov/sites/g/files/vyhlif3116/f/pages/application_for_employment_-_fillable_2.pdf,False,404,https://www.essexct.gov/sites/g/files/vyhlif3116/f/pages/application_for_employment_-_fillable_2.pdf,False,6828,
2026-01-20T16:24:11.719710+00:00,Fairfield,Employment Page URL,https://www.governmentjobs.com/careers/fairfieldct,True,200,https://www.governmentjobs.com/careers/fairfieldct,False,6795,
2026-01-20T16:24:11.719710+00:00,Goshen,Employment Page URL,https://www.goshenct.gov/job-opportunities,False,403,https://www.goshenct.gov/job-opportunities,False,5487,
2026-01-20T16:24:11.719710+00:00,Enfield,Employment Page URL,https://enfield.munisselfservice.com/employmentopportunities/default.aspx,True,200,https://enfield.munisselfservice.com/employmentopportunities/default.aspx,False,7184,
2026-01-20T16:24:11.719710+00:00,Franklin,Employment Page URL,https://www.franklinct.gov/home/pages/job-openings,True,200,https://www.franklinct.gov/home/pages/job-openings,False,6648,
2026-01-20T16:24:11.719710+00:00,Ellington,Employment Page URL,https://www.ellington-ct.gov/departments-and-services/human-resources/job-opportunities,True,200,https://www.ellington-ct.gov/departments-and-services/human-resources/job-opportunities,False,7729,
2026-01-20T16:24:11.719710+00:00,Glastonbury,Employment Page URL,https://www.paycomonline.net/v4/ats/web.php/jobs?clientkey=D8B0164E5A6DABD9CC58F3275F055828,True,200,https://www.paycomonline.net/v4/ats/web.php/portal/D8B0164E5A6DABD9CC58F3275F055828/career-page,False,6885,
2026-01-20T16:24:11.719710+00:00,Brooklyn,Application Form URL,https://brooklynct.seamlessdocs.com/f/ooqk8nzgsrv5,False,,,False,27103,"HTTPSConnectionPool(host='brooklynct.seamlessdocs.com', port=443): Read timed out. (read timeout=20)"
2026-01-20T16:24:11.719710+00:00,Greenwich,Employment Page URL,https://www.governmentjobs.com/careers/greenwichct,True,200,https://www.governmentjobs.com/careers/greenwichct,False,5816,
2026-01-20T16:24:11.719710+00:00,Brookfield,Application Form URL,https://brookfieldct.seamlessdocs.com/f/empapp,False,,,False,27416,"HTTPSConnectionPool(host='brookfieldct.seamlessdocs.com', port=443): Read timed out. (read timeout=20)"
2026-01-20T16:24:11.719710+00:00,Goshen,Application Form URL,https://www.goshenct.gov/sites/g/files/vyhlif626/f/uploads/jobappfill.docx,True,200,https://www.goshenct.gov/sites/g/files/vyhlif626/f/uploads/jobappfill.docx,False,6670,
2026-01-20T16:24:11.719710+00:00,Griswold,Employment Page URL,https://www.griswold-ct.org/how_do_i/apply_for_obtain/employment_opportunities.php,True,200,https://www.griswold-ct.org/how_do_i/apply_for_obtain/employment_opportunities.php,False,6331,
2026-01-20T16:24:11.719710+00:00,Groton,Employment Page URL,https://www.irecruit-us.com/index.php?OrgID=I20101202,True,200,https://www.irecruit-us.com/index.php?OrgID=I20101202,False,5098,
2026-01-20T16:24:11.719710+00:00,Granby,Employment Page URL,https://ct-granby.civicplus.com/Jobs.aspx,True,200,https://ct-granby.civicplus.com/Jobs.aspx,False,6910,
2026-01-20T16:24:11.719710+00:00,Guilford,Employment Page URL,https://www.guilfordct.gov/town_departments/human_resources/job_listings.php,True,200,https://www.guilfordct.gov/town_departments/human_resources/job_listings.php,False,6929,
2026-01-20T16:24:11.719710+00:00,Harwinton,Employment Page URL,https://www.harwinton.gov/820/Employment,True,200,https://www.harwinton.gov/820/Employment,False,6921,
2026-01-20T16:24:11.719710+00:00,Haddam,Application Form URL,https://www.haddam.org/DocumentCenter/View/627/Employment-Application-PDF,True,200,https://www.haddam.org/DocumentCenter/View/627/Employment-Application-PDF,False,7468,
2026-01-20T16:24:11.719710+00:00,Hartford,Employment Page URL,https://www.governmentjobs.com/careers/hartfordct,True,200,https://www.governmentjobs.com/careers/hartfordct,False,7202,
2026-01-20T16:24:11.719710+00:00,Hamden,Application Form URL,https://www.hamden.com/DocumentCenter/View/1626/Hamden-Job-Application---April-2019---PDF,True,200,https://www.hamden.com/DocumentCenter/View/1626/Hamden-Job-Application---April-2019---PDF,False,7507,
2026-01-20T16:24:11.719710+00:00,Kent,Employment Page URL,https://www.townofkentct.gov/home/pages/employment-opportunities,False,403,https://www.townofkentct.gov/home/pages/employment-opportunities,False,6678,
2026-01-20T16:24:11.719710+00:00,Hebron,Application Form URL,https://hebronct.com/uploads/2019/02/Hebron-Employment-Application-APPROVED-VERSION-WEB-and-DEPARTMENTS.pdf,True,200,https://hebronct.com/uploads/2019/02/Hebron-Employment-Application-APPROVED-VERSION-WEB-and-DEPARTMENTS.pdf,False,6780,
2026-01-20T16:24:11.719710+00:00,Hampton,Employment Page URL,https://www.hamptonct.org/help_wanted.htm,True,200,https://www.hamptonct.org/help_wanted.htm,False,7566,
2026-01-20T16:24:11.719710+00:00,Harwinton,Application Form URL,https://www.harwinton.gov/DocumentCenter/View/702/Municipal-Employment-Application-PDF,True,200,https://www.harwinton.gov/DocumentCenter/View/702/Municipal-Employment-Application-PDF,False,7300,
2026-01-20T16:24:11.719710+00:00,Killingly,Employment Page URL,https://www.killinglyct.gov/employment_opportunites/index.php,True,200,https://www.killinglyct.gov/employment_opportunites/index.php,False,6946,
2026-01-20T16:24:11.719710+00:00,Hamden,Employment Page URL,https://www.hamden.com/Jobs.aspx,True,200,https://www.hamden.com/Jobs.aspx,False,8131,
2026-01-20T16:24:11.719710+00:00,Hebron,Employment Page URL,https://hebronct.com/contact-us/employment/,True,200,https://hebronct.com/contact-us/employment/,False,7740,
2026-01-20T16:24:11.719710+00:00,Lebanon,Application Form URL,https://www.lebanonct.gov/sites/g/files/vyhlif4596/f/pages/employment_application_2023.pdf,True,200,https://www.lebanonct.gov/sites/g/files/vyhlif4596/f/pages/employment_application_2023.pdf,False,6507,
2026-01-20T16:24:11.719710+00:00,Killingworth,Employment Page URL,https://townofkillingworth.com/employment-opportunities/,True,200,https://townofkillingworth.com/employment-opportunities/,False,7291,
2026-01-20T16:24:11.719710+00:00,Killingworth,Application Form URL,https://townofkillingworth.com/wp-content/uploads/2025/02/Employment-application-Town-of-Killingworth.pdf,True,200,https://townofkillingworth.com/wp-content/uploads/2025/02/Employment-application-Town-of-Killingworth.pdf,False,7383,
2026-01-20T16:24:11.719710+00:00,Griswold,Application Form URL,https://www.griswold-ct.org/employment%20app%20rev%202021%20non%20fillable.pdf?t=202510021326250,True,200,https://cms8.revize.com/revize/griswoldct/employment%20app%20rev%202021%20non%20fillable.pdf?t=202510021326250&t=202510021326250,False,13711,
2026-01-20T16:24:11.719710+00:00,Lebanon,Employment Page URL,https://www.lebanonct.gov/home/pages/employment-opportunities,False,403,https://www.lebanonct.gov/home/pages/employment-opportunities,False,7511,
2026-01-20T16:24:11.719710+00:00,Ledyard,Employment Page URL,https://www.ledyardct.org/87/Job-Opportunities,True,200,https://www.ledyardct.org/87/Job-Opportunities,False,8007,
2026-01-20T16:24:11.719710+00:00,Groton,Application Form URL,https://www.groton-ct.gov/document_center/Departments/Human%20Resource/Employment%20application%202021.pdf,True,200,https://cms9files.revize.com/grotonct/document_center/Departments/Human%20Resource/Employment%20application%202021.pdf,False,14521,
2026-01-20T16:24:11.719710+00:00,Guilford,Application Form URL,https://www.guilfordct.gov/Document_Center/Department/Human%20Resources/Employment-Application-2-8.1.2018V6.pdf,True,200,https://cms5.revize.com/revize/guilfordct/Document_Center/Department/Human%20Resources/Employment-Application-2-8.1.2018V6.pdf,False,12844,
2026-01-20T16:24:11.719710+00:00,Ledyard,Application Form URL,https://www.ledyardct.org/DocumentCenter/View/217/Application-for-Employment,True,200,https://www.ledyardct.org/DocumentCenter/View/217/Application-for-Employment,False,7181,
2026-01-20T16:24:11.719710+00:00,Lyme,Employment Page URL,https://townlyme.org/help-wanted/,True,200,https://townlyme.org/help-wanted/,False,6801,
2026-01-20T16:24:11.719710+00:00,Lisbon,Employment Page URL,https://www.lisbonct.gov/jobs.aspx,True,200,https://www.lisbonct.gov/jobs.aspx,False,7206,
2026-01-20T16:24:11.719710+00:00,Litchfield,Employment Page URL,https://www.townoflitchfieldct.gov/job-openings,True,200,https://www.townoflitchfieldct.gov/job-openings,False,7001,
2026-01-20T16:24:11.719710+00:00,Manchester,Employment Page URL,https://www.manchesterct.gov/Government/Departments/Human-Resources/Employment-Opportunities-with-the-Town-of-Manchester,True,200,https://www.manchesterct.gov/Government/Departments/Human-Resources/Employment-Opportunities-with-the-Town-of-Manchester,False,6995,
2026-01-20T16:24:11.719710+00:00,Manchester,Application Form URL,https://jobs.keldair.com/manchesterct,True,200,https://jobs.keldair.com/manchesterct,False,6919,
2026-01-20T16:24:11.719710+00:00,Madison,Employment Page URL,https://www.madisonct.org/jobs.aspx,True,200,https://www.madisonct.org/jobs.aspx,False,7274,
2026-01-20T16:24:11.719710+00:00,Madison,Application Form URL,https://madisonct.org/FormCenter/Job-Applications-5/Employment-Application-54,True,200,https://madisonct.org/FormCenter/Job-Applications-5/Employment-Application-54,False,7449,
2026-01-20T16:24:11.719710+00:00,Marlborough,Employment Page URL,https://www.marlboroughct.net/government/open_positions.php,True,200,https://www.marlboroughct.net/government/open_positions.php,False,7051,
2026-01-20T16:24:11.719710+00:00,Meriden,Employment Page URL,https://www.meridenct.gov/government/departments/human-resources/careers/,True,200,https://www.meridenct.gov/government/departments/human-resources/careers/,False,7273,
2026-01-20T16:24:11.719710+00:00,Litchfield,Application Form URL,https://cdn.prod.website-files.com/60217b2eafae3927ca1ca259/68d197e80f9bc98926ae2fdc_Town%2520of%2520Litchfield%2520Employment%2520Application%2520%25282%2529.pdf,True,200,https://cdn.prod.website-files.com/60217b2eafae3927ca1ca259/68d197e80f9bc98926ae2fdc_Town%2520of%2520Litchfield%2520Employment%2520Application%2520%25282%2529.pdf,False,8236,
2026-01-20T16:24:11.719710+00:00,Middlebury,Employment Page URL,https://www.middlebury-ct.org/employment,False,403,https://www.middlebury-ct.org/employment,False,6967,
2026-01-20T16:24:11.719710+00:00,Mansfield,Employment Page URL,https://www.applitrack.com/mansfieldct/onlineapp/jobpostings/view.asp?internaltransferform.Url=,True,200,https://www.applitrack.com/mansfieldct/onlineapp/jobpostings/view.asp?internaltransferform.Url=,False,7814,
2026-01-20T16:24:11.719710+00:00,Meriden,Application Form URL,https://www.meridenct.gov/Customer-Content/www/CMS/files/Employment_Application_fillable_.pdf,True,200,https://www.meridenct.gov/Customer-Content/www/CMS/files/Employment_Application_fillable_.pdf,False,7134,
